ScoutId,MatchKey,Alliance,DriverStation,TeamNumber,Preloaded,AutoGrid,AutoMissed,Mobile,AutoAttemptedCharge,AutoChargingState,AutoNotes,TeleopGrid,TeleopMissed,TeleopNotes,EndgameAttemptedCharge,EndgameFinalCharge,FinalChargeTime,EndgameNotes,Disable,Tippy,DefenseTime,DefenseRating,DriverRating,RatingNotes,scanRaw,AutoCones,AutoCubes,TeleopCones,TeleopCubes,AttemptedTripleBalance,SuccessfulTripleBalance,uuid
Shashwat,qm15,blue,2,5006,false,4Lcone,0.0,0.0,Engage,Engage,,3M|4H|5M|5H|6M|6H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Shashwat|qm|15|blue|2|5006|false|4Lcone|0|false|Engage|Engage||3M|4H|5M|5H|6M|6H|0||Engage|Engage|||false|false|0|0|0|,['Low'],[],"['Mid', 'High', 'Mid', 'High']","['Mid', 'High']",1.0,1.0,3dd1e569-fbe8-494f-ba86-b17b1b02c894
sarah,qm15,blue,3,5172,true,,0.0,0.0,None,None,,1Lcube|1M|1H|2M|2H|3M,0.0,,Engage,Engage,4,,0.0,0.0,0.0,0.0,0.0,,sarah|qm|15|blue|3|5172|true||0|false||None||1Lcube|1M|1H|2M|2H|3M|0||Engage|Engage|4||false|false|0|0|0|,[],[],"['Mid', 'High', 'Mid']","['Low', 'Mid', 'High']",1.0,1.0,3203559d-9f69-4760-8ddf-715709375680
Blen,qm15,red,2,1156,true,4M,0.0,1.0,Engage,Engage,,7M|6Lcube|6M|5M|5H|2M,0.0,goes through charge station and cable carrier ,Engage,Engage,2,,0.0,0.0,0.0,0.0,4.0,,Blen|qm|15|red|2|1156|true|6M|0|true|Engage|Engage||3M|4Lcube|4M|5M|5H|8M|0|goes through charge station and cable carrier |Engage|Engage|2||false|false|0|0|4|,['Mid'],[],"['Mid', 'Mid']","['Low', 'Mid', 'High', 'Mid']",1.0,1.0,e6f79f0c-5958-4e54-8c0e-f6d52fd44b35
alexander,qm15,red,3,4909,true,2H|1H,0.0,1.0,None,None,,9M|9H|8M|7Lcube|7H|6H|4H,0.0,,Engage,Engage,,Triple Engage,0.0,0.0,0.0,0.0,4.0,,alexander|qm|15|red|3|4909|true|8H|9H|0|true||None||1M|1H|2M|3Lcube|3H|4H|6H|0||Engage|Engage||Triple Engage|false|false|0|0|4|,['High'],['High'],"['Mid', 'High', 'High', 'High', 'High']","['Mid', 'Low']",1.0,1.0,420bd12e-afa0-4ae9-bc2c-51bde66db4c4
Sydney,qm15,red,1,5665,true,8H,0.0,1.0,None,None,,3Lcube|3M|3H|1M,1.0,,Engage,Engage,6,,0.0,0.0,0.0,0.0,0.0,,Sydney|qm|15|red|1|5665|true|2H|0|true||None||7Lcube|7M|7H|9M|1||Engage|Engage|6||false|false|0|0|0|,[],['High'],"['Mid', 'High', 'Mid']",['Low'],1.0,1.0,fe3cb674-0dbb-4c51-ac2a-8b7bbd3589b8
Eckart and Eckart,qm16,blue,1,11,true,8H|9H,0.0,1.0,None,None, | ,5M|6H,0.0,Tipped over in loading zone | Tipped over in loading zone,None,None,, | ,0.0,1.0,0.0,0.0,0.0, | ,Eckart|qm|16|blue|1|11|true|8H|9H|0|true||None||5M|6H|0|Tipped over in loading zone||None|||false|true|0|0|0|,['High'],['High'],['High'],['Mid'],0.0,0.0,f4b11717-b94e-446a-b758-9a89d189e236
Nicole,qm16,blue,2,4112,true,1H,0.0,1.0,None,,,1Lcube|3Lcube|3H|5Lcube,0.0,,Engage,Engage,3,,0.0,1.0,0.0,0.0,0.0,,Nicole|qm|16|blue|2|4112|true|1H|0|true||||1Lcube|3Lcube|3H|5Lcube|0||Engage|Engage|3||false|true|0|0|0|,['High'],[],['High'],"['Low', 'Low', 'Low']",0.0,0.0,82b68acc-2bcb-44f2-b7a6-8fb3633cdcb8
Alex S,qm16,blue,3,5274,true,5M,0.0,1.0,Engage,Engage,,2H|4M|5Lcube|5H|6M,1.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Alex S|qm|16|blue|3|5274|true|5M|0|true|Engage|Engage||2H|4M|5Lcube|5H|6M|1||Engage|Engage|||false|false|0|0|4|,[],['Mid'],"['Mid', 'Mid']","['High', 'Low', 'High']",0.0,0.0,d1ff9f87-4d95-4869-8ad6-467a192c15b7
darren,qm16,red,3,1023,true,9M|8M,0.0,1.0,None,,,9Lcube|8Lcube|7M|6M|5M|4M|3M|1M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,darren|qm|16|red|3|1023|true|1M|2M|0|true||||1Lcube|2Lcube|3M|4M|5M|6M|7M|9M|0||Engage|Engage|||false|false|0|0|4|,['Mid'],['Mid'],"['Mid', 'Mid', 'Mid', 'Mid', 'Mid']","['Low', 'Low', 'Mid']",1.0,1.0,963cf9f5-eeea-47fe-8e1b-0be69f22704f
Ryan Zhao,qm16,red,2,4069,true,2H|1Lcone,1.0,1.0,None,None,,7H|6H|4H|3H|1H,0.0,,Engage,Engage,7,,0.0,0.0,0.0,0.0,3.0,very solid,Ryan Zhao|qm|16|red|2|4069|true|8H|9Lcone|1|true||None||3H|4H|6H|7H|9H|0||Engage|Engage|7||false|false|0|0|3|very solid,['Low'],['High'],"['High', 'High', 'High', 'High', 'High']",[],1.0,1.0,a5d1387d-bb0b-42b3-afc0-3da7bffdfc7f
Ryan Zhao,qm16,red,1,8717,true,5H,0.0,0.0,Engage,Dock,,8Lcube|8H|2M|1M|1M,0.0,,Engage,Engage,7,,0.0,0.0,0.0,0.0,1.0,,Ryan Zhao|qm|16|red|1|8717|true|5H|0|false|Engage|Dock||2Lcube|2H|8M|9M|9M|0||Engage|Engage|7||false|false|0|0|1|,[],['High'],"['Mid', 'Mid']","['Low', 'High', 'Mid']",1.0,1.0,a7edf194-7246-4270-9151-4d1fba57f0e9
Eckart,qm17,blue,1,4143,true,1H,0.0,1.0,None,None,Missed cone pickup,4Lcone|5H|6M|6H|7Lcone|8Lcube|8M|9M,0.0,,Engage,Engage,2.2,,0.0,0.0,0.0,0.0,4.0,,Eckart|qm|17|blue|1|4143|true|1H|0|true||None|Missed cone pickup|4Lcone|5H|6M|6H|7Lcone|8Lcube|8M|9M|0||Engage|Engage|2.2||false|false|0|0|4|,['High'],[],"['Low', 'Mid', 'High', 'Low', 'Mid']","['High', 'Low', 'Mid']",1.0,1.0,4c1dbc27-1123-4b01-96ee-41d8f117f0b0
Alex S,qm17,blue,3,4329,true,5H,0.0,1.0,Engage,Engage,,2M|3M|4M|5Lcube|6M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Alex S|qm|17|blue|3|4329|true|5H|0|true|Engage|Engage||2M|3M|4M|5Lcube|6M|0||Engage|Engage|||false|false|0|0|0|,[],['High'],"['Mid', 'Mid', 'Mid']","['Mid', 'Low']",1.0,1.0,a70192dc-7201-4043-a047-a401dbbaa28e
Nicole,qm17,blue,2,5804,true,7Lcone|7H,0.0,1.0,None,,,1M|1H|2H|3H|5M|6Lcube|6H|8Lcube,0.0,,Engage,Engage,3.4,,0.0,0.0,0.0,0.0,5.0,,Nicole|qm|17|blue|2|5804|true|7Lcone|7H|0|true||||1M|1H|2H|3H|5M|6Lcube|6H|8Lcube|0||Engage|Engage|3.4||false|false|0|0|5|,"['Low', 'High']",[],"['Mid', 'High', 'High', 'High']","['High', 'Mid', 'Low', 'Low']",1.0,1.0,06f62455-9666-4757-aaa4-4cde645b0426
Ryan,qm17,red,1,2992,true,9Lcube,0.0,1.0,None,None,,4M|1Lcone,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Ryan|qm|17|red|1|2992|true|1Lcube|0|true||None||6M|9Lcone|0||Engage|Engage|||false|false|0|0|4|,[],['Low'],"['Mid', 'Low']",[],1.0,1.0,07423cca-233f-49db-82dc-302a6a9d9341
Ryan,qm17,red,2,3184,false,4H,0.0,0.0,Engage,Dock,,9M|9H|7H|6Lcone|6M|6H|3M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,5.0,,Ryan|qm|17|red|2|3184|false|6H|0|false|Engage|Dock||1M|1H|3H|4Lcone|4M|4H|7M|0||Engage|Engage|||false|false|0|0|5|,['High'],[],"['Mid', 'High', 'High', 'Low', 'Mid', 'High', 'Mid']",[],1.0,1.0,d765d30b-698b-4d65-9e66-8ee468043366
darren,qm17,red,3,3218,true,2H|1H,0.0,1.0,None,,,8M|8H|7Lcone|6M|5M|5H|4Lcube|3Lcube|3H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,darren|qm|17|red|3|3218|true|8H|9H|0|true||||2M|2H|3Lcone|4M|5M|5H|6Lcube|7Lcube|7H|0||Engage|Engage|||false|false|0|0|0|,['High'],['High'],"['Low', 'Mid', 'High']","['Mid', 'High', 'Mid', 'High', 'Low', 'Low']",1.0,1.0,144cf9e6-c4c1-42f6-b70a-965448f7bfc0
Eckart,qm18,blue,1,3767,false,5H,0.0,0.0,Engage,None,Disabled after trying to go on charge station,,0.0,,None,Park,,,1.0,0.0,0.0,0.0,1.0,Took a while to get on field and disabled during auto,Eckart|qm|18|blue|1|3767|false|5H|0|false|Engage|None|Disabled after trying to go on charge station||0|||Park|||true|false|0|0|1|Took a while to get on field and disabled during auto,[],['High'],[],[],0.0,0.0,6d9ef8c8-ebdd-4109-986c-6dc817771a3c
brandon,qm18,blue,3,4522,true,8H|9H,1.0,1.0,None,,three piece cube shoot,1M|1H|2M|2H|3M|3H|4H|6H|7H,0.0,only single sub i think,Engage,Engage,9,,0.0,0.0,0.0,0.0,5.0,,brandon|qm|19|blue|3|4522|true|8H|9H|1|true|||three piece cube shoot|1M|1H|2M|2H|3M|3H|4H|6H|7H|0|only single sub i think|Engage|Engage|9||false|false|0|0|5|,['High'],['High'],"['Mid', 'High', 'Mid', 'High', 'High', 'High', 'High']","['Mid', 'High']",0.0,0.0,5c581a91-f6b4-47f7-808b-a1e4d1ed7cdb
Nicole,qm18,blue,2,9126,true,2H,0.0,1.0,None,,,2M|4Lcube|9Lcube,4.0,Cube fell into robot took awhile to get it out,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Nicole|qm|18|blue|2|9126|true|2H|0|true||||2M|4Lcube|9Lcube|4|Cube fell into robot took awhile to get it out|Engage|Engage|||false|false|0|0|0|,[],['High'],[],"['Mid', 'Low', 'Low']",0.0,0.0,9f926975-f42d-4faa-ac12-5445fd09b48d
brandon,qm18,red,3,494,false,5H,0.0,1.0,Engage,Engage,,9H|7M|7H|6H|4H|3H,0.0,,Engage,Engage,5,,0.0,0.0,0.0,0.0,4.0,,brandon|qm|19|red|3|494|false|5H|0|true|Engage|Engage||1H|3M|3H|4H|6H|7H|0||Engage|Engage|5||false|false|0|0|4|,[],['High'],"['High', 'Mid', 'High', 'High', 'High', 'High']",[],0.0,0.0,16cf3f81-8941-422e-b853-490f1eace83d
Agneya,qm18,red,2,6606,true,,0.0,1.0,None,None,,2M,0.0,,None,Park,,,0.0,1.0,0.0,0.0,1.0,slow robot and gripper cant hold onto cubes,Agneya|qm|18|red|2|6606|true||0|true||None||8M|0|||Park|||false|true|0|0|1|slow robot and gripper cant hold onto cubes,[],[],[],['Mid'],0.0,0.0,a89d9de7-eba7-4e52-ad07-06c52583392b
aarav,qm18,red,1,8016,true,8H,0.0,1.0,None,,,4M|3M|1M|1M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,1.0,,aarav|qm|18|red|1|8016|true|2H|0|true||||6M|7M|9M|9M|0||Engage|Engage|||false|false|0|0|1|,[],['High'],"['Mid', 'Mid', 'Mid', 'Mid']",[],0.0,0.0,b9e9b143-9f8a-4859-9010-39579fec1ca7
Alex S,qm19,blue,3,3039,true,8H|9H,0.0,1.0,None,,,1Lcube|1M|1H|2Lcone|2M|3Lcube|3M|3H|4M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Alex S|qm|19|blue|3|3039|true|8H|9H|0|true||||1Lcube|1M|1H|2Lcone|2M|3Lcube|3M|3H|4M|0||Engage|Engage|||false|false|0|0|4|,['High'],['High'],"['Mid', 'High', 'Low', 'Mid', 'High', 'Mid']","['Low', 'Mid', 'Low']",0.0,0.0,6f888568-dd7d-4601-bdc9-68968dd02f0c
Nicole,qm19,blue,2,5135,true,5H,0.0,0.0,None,,Attempted to go above charge station failed,4H|5M|6H|7H,0.0,,None,Park,,,0.0,0.0,0.0,0.0,4.0,,Nicole|qm|19|blue|2|5135|true|5H|0|false|||Attempted to go above charge station failed|4H|5M|6H|7H|0|||Park|||false|false|0|0|4|,[],['High'],"['High', 'High', 'High']",['Mid'],0.0,0.0,bf05259c-9296-48ce-b22c-b306a5cf269f
Eckart,qm19,blue,1,9140,true,2H,0.0,1.0,None,None,,5Lcone|6M|6H|7M|8M,0.0,,Engage,Engage,1.3,,0.0,0.0,0.0,0.0,4.0,,Eckart|qm|19|blue|1|9140|true|2H|0|true||None||5Lcone|6M|6H|7M|8M|0||Engage|Engage|1.3||false|false|0|0|4|,[],['High'],"['Low', 'Mid', 'High', 'Mid']",['Mid'],0.0,0.0,4535a791-3569-400e-9b08-6e269ca461e9
Alex S,qm19,red,1,1538,true,9H|7Lcone,1.0,1.0,None,,,8H|7H|6M|4M|4H|3H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Alex S|qm|19|red|1|1538|true|1H|3Lcone|1|true||||2H|3H|4M|6M|6H|7H|0||Engage|Engage|||false|false|0|0|4|,"['High', 'Low']",[],"['High', 'Mid', 'Mid', 'High', 'High']",['High'],1.0,1.0,421c90f3-96e7-4972-a9e0-4ef2ed8d8034
Agneya,qm19,red,2,5553,true,2H,0.0,1.0,None,None,,5M,0.0,,Engage,Engage,,,0.0,1.0,0.0,0.0,3.0,,Agneya|qm|19|red|2|5553|true|8H|0|true||None||5M|0||Engage|Engage|||false|true|0|0|3|,[],['High'],[],['Mid'],1.0,1.0,9bf693c6-0037-46cf-8bf9-a9bb94463e93
darren and darren,qm19,red,3,7072,true,5M,0.0,1.0,Engage,Engage, | ,9Lcube|8Lcube|8M|6Lcube|5Lcube,0.0, | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,2.0, | ,darren|qm|19|red|3|7072|true|5M|0|true|Engage|Engage||1Lcube|2Lcube|2M|4Lcube|5Lcube|0||Engage|Engage|||false|false|0|0|2|,[],['Mid'],[],"['Low', 'Low', 'Mid', 'Low', 'Low']",1.0,1.0,68996037-632a-444d-aed6-5627cc0a00a8
Suzy,qm2,blue,1,1538,true,7Lcube|9H,0.0,0.0,None,,,4M|4H|5M|5H|6M|6H|7M|7H|8M|9M|9H,1.0,Extremely consistent tiny and speedy,None,None,,,0.0,0.0,0.0,0.0,4.0,Absolutely carried team with scoring very smooth,Suzy|qm|2|blue|1|1538|true|7Lcube|9H|0|false||||4M|4H|5M|5H|6M|6H|7M|7H|8M|9M|9H|1|Extremely consistent tiny and speedy||None|||false|false|0|0|4|Absolutely carried team with scoring very smooth,['High'],['Low'],"['Mid', 'High', 'Mid', 'High', 'Mid', 'High', 'Mid', 'High']","['Mid', 'High', 'Mid']",0.0,0.0,ecf3c4a2-009d-4937-b1d3-b76e59409e27
Blen,qm2,blue,2,4909,true,5H,0.0,1.0,Engage,Engage,,2Lcone|4Lcone|5Lcone|7M,0.0,,Engage,Engage,,,1.0,0.0,0.0,0.0,0.0,,Blen|qm|2|blue|2|4909|true|5H|0|true|Engage|Engage||2Lcone|4Lcone|5Lcone|7M|0||Engage|Engage|||true|false|0|0|0|,[],['High'],"['Low', 'Low', 'Low', 'Mid']",[],0.0,0.0,01cc554b-5a59-43a2-b4bc-d206958d46a4
Joshua and Owen,qm2,blue,3,6909,false,2H,0.0,0.0,None,,Drifted into other field| penalty | ,2Lcone|3Lcube,0.0,Passed cubes to teammates| But controlled two game pieces at a time| surprised it wasnt a penaltyWas physically unable to cross charge station| | ,Engage,Engage,,Couldnt pass over charge station| 4909 had to tip for them | Very tippy,0.0,0.5,30.0,1.5,2.5,Struggled to pick up cubes from ground| pass over station  | Slow and tippy,Joshua|qm|2|blue|3|6909|false|2H|0|false|||Drifted into other field| penalty|2Lcone|3Lcube|0|Passed cubes to teammates| But controlled two game pieces at a time| surprised it wasnt a penaltyWas physically unable to cross charge station||Engage|Engage|10|Couldnt pass over charge station| 4909 had to tip for them|false|false|20|2|3|Struggled to pick up cubes from ground| pass over station ,[],['High'],['Low'],['Low'],0.0,0.0,6e143ba3-c4e7-4b1b-8ec8-3405fc3dfc55
Aran,qm2,red,1,857,true,1H,0.0,1.0,None,None,,3M|3H|2Lcone|2M|2H|1Lcone|1M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,2.0,,Aran|qm|2|red|1|857|true|9H|0|true||None||7M|7H|8Lcone|8M|8H|9Lcone|9M|0||Engage|Engage|||false|false|0|0|2|,['High'],[],"['Mid', 'High', 'Low', 'Low', 'Mid']","['Mid', 'High']",0.0,0.0,fbcc8f0e-95da-46a7-886b-5342b1a8d2fe
shayaan,qm2,red,2,1757,true,9H|8H,0.0,1.0,None,None,,5M|5H|4M|4H,0.0,waits a lot thinking it's poor coordination around substation,Engage,Engage,,,0.0,0.0,0.0,0.0,2.0,,shayaan|qm|2|red|2|1757|true|1H|2H|0|true||None||5M|5H|6M|6H|0|waits a lot thinking it's poor coordination around substation|Engage|Engage|||false|false|0|0|2|,['High'],['High'],"['Mid', 'High']","['Mid', 'High']",0.0,0.0,990667f5-66a2-41bf-9a60-f9060fbc8ff5
Ryan,qm2,red,3,1816,true,6H,0.0,1.0,Engage,Engage,,9Lcube|9M|8Lcone|8M|7M|7H,0.0,,None,None,,,0.0,0.0,0.0,0.0,4.0,,Ryan|qm|2|red|3|1816|true|4H|0|true|Engage|Engage||1Lcube|1M|2Lcone|2M|3M|3H|0|||None|||false|false|0|0|4|,['High'],[],"['Mid', 'Low', 'Mid', 'High']","['Low', 'Mid']",0.0,0.0,7c41df5a-da31-4d56-91dc-7b3c70f592b7
Alex S,qm20,blue,3,955,true,4H,0.0,1.0,Engage,None,,1Lcone|1H|2H|3Lcube|3H,1.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,3.0,,Alex S|qm|20|blue|3|955|true|4H|0|true|Engage|None||1Lcone|1H|2H|3Lcube|3H|1||Engage|Engage|||false|false|0|0|3|,['High'],[],"['Low', 'High', 'High']","['High', 'Low']",0.0,0.0,b6a987f2-1db9-4722-af8a-747f7a5beb83
Eckart,qm20,blue,1,5990,true,8H|9Lcone,0.0,1.0,None,None,,5H|6H|7H|8Lcube|9H,0.0,,Engage,Engage,5.4,,0.0,0.0,0.0,0.0,5.0,,Eckart|qm|20|blue|1|5990|true|8H|9Lcone|0|true||None||5H|6H|7H|8Lcube|9H|0||Engage|Engage|5.4||false|false|0|0|5|,['Low'],['High'],"['High', 'High', 'High']","['High', 'Low']",0.0,0.0,96e88438-33cc-447c-8487-13fb9595b580
Nicole,qm20,blue,2,6431,true,2Lcube,0.0,1.0,None,,,1Lcube,0.0,Gripper broken,None,None,,,0.0,1.0,0.0,0.0,2.0,,Nicole|qm|20|blue|2|6431|true|2Lcube|0|true||||1Lcube|0|Gripper broken||None|||false|true|0|0|2|,[],['Low'],[],['Low'],0.0,0.0,918132e8-3e5f-4b51-9c1f-83599e7d9691
darren,qm20,red,3,3932,true,5Lcube,0.0,0.0,Engage,None,,9H|7H|6Lcone|6H|4Lcube,0.0,,None,None,,,0.0,0.0,0.0,0.0,4.0,,darren|qm|20|red|3|3932|true|5Lcube|0|false|Engage|None||1H|3H|4Lcone|4H|6Lcube|0|||None|||false|false|0|0|4|,[],['Low'],"['High', 'High', 'Low', 'High']",['Low'],0.0,0.0,c5ded918-c92e-4767-8980-e2e5d50f5cd7
Agneya,qm20,red,2,6909,true,8H,0.0,1.0,None,None,,8Lcube|6Lcube,0.0,very slow and jiggly gripper,Engage,None,,,1.0,1.0,0.0,0.0,1.0,,Agneya|qm|20|red|2|6909|true|2H|0|true||None||2Lcube|4Lcube|0|very slow and jiggly gripper|Engage|None|||true|true|0|0|1|,[],['High'],[],"['Low', 'Low']",0.0,0.0,1a9a4507-a6ee-49a4-9e07-b3bdcd0b7a88
aarav,qm20,red,1,8015,false,1M|1M,0.0,1.0,None,,,,0.0,seemed to break after clipping charge station,None,,,,1.0,0.0,0.0,0.0,1.0,,aarav|qm|20|red|1|8015|false|9M|9M|0|true|||||0|seemed to break after clipping charge station|||||true|false|0|0|1|,"['Mid', 'Mid']",[],[],[],0.0,0.0,98c5ab67-6038-4ad1-a62f-776016896510
Eckart,qm21,blue,1,1836,true,5Lcube,0.0,1.0,Engage,Dock,,1Lcube|2Lcube|3Lcube|6Lcube|7Lcube|8Lcube|9Lcube,0.0,,Engage,Engage,3.7,,0.0,0.0,0.0,0.0,4.0,,Eckart|qm|21|blue|1|1836|true|5Lcube|0|true|Engage|Dock||1Lcube|2Lcube|3Lcube|6Lcube|7Lcube|8Lcube|9Lcube|0||Engage|Engage|3.7||false|false|0|0|4|,[],['Low'],[],"['Low', 'Low', 'Low', 'Low', 'Low', 'Low', 'Low']",0.0,0.0,745b0161-163d-4005-b79e-7c78b7a67d3c
Alex S,qm21,blue,3,3161,true,8M|9M,0.0,1.0,None,,,1Lcone|1M|3M|4M|7Lcube|7M|8H,1.0,,None,,,,0.0,0.0,0.0,0.0,0.0,,Alex S|qm|21|blue|3|3161|true|8M|9M|0|true||||1Lcone|1M|3M|4M|7Lcube|7M|8H|1||||||false|false|0|0|0|,['Mid'],['Mid'],"['Low', 'Mid', 'Mid', 'Mid', 'Mid']","['Low', 'High']",0.0,0.0,68f08678-1ab9-4359-b430-af724e7781c7
Nicole,qm21,blue,2,6817,true,2M,0.0,1.0,None,,,,0.0,Had hard time turning tank drive probs,Engage,Engage,,,0.0,1.0,100.0,2.0,2.0,,Nicole|qm|21|blue|2|6817|true|2M|0|true|||||0|Had hard time turning tank drive probs|Engage|Engage|||false|true|100|2|2|,[],['Mid'],[],[],0.0,0.0,21a1c6f1-3840-42f4-abd2-9416f0e64b71
aarav,qm21,red,1,1816,true,6H,0.0,1.0,Engage,None,,7H|3M|2H|1Lcone|1H,0.0,,None,,,,0.0,0.0,0.0,0.0,4.0,,aarav|qm|21|red|1|1816|true|4H|0|true|Engage|None||3H|7M|8H|9Lcone|9H|0||||||false|false|0|0|4|,['High'],[],"['High', 'Mid', 'Low', 'High']",['High'],0.0,0.0,afa65f86-fc6e-4427-b6d1-fee829b7d53a
darren,qm21,red,3,4145,true,,1.0,1.0,None,,,9H|8Lcone|8M|8H|7Lcone|7M|3H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,darren|qm|21|red|3|4145|true||1|true||||1H|2Lcone|2M|2H|3Lcone|3M|7H|0||Engage|Engage|||false|false|0|0|4|,[],[],"['High', 'Low', 'Low', 'Mid', 'High']","['Mid', 'High']",0.0,0.0,766486a8-6f85-4aca-819e-952317cea213
Agneya,qm21,red,2,7617,true,9M,0.0,1.0,None,None,,6Lcube|6M|5M|5H|4H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,defense is harsh on them cus they are tank drive,Agneya|qm|21|red|2|7617|true|1M|0|true||None||4Lcube|4M|5M|5H|6H|0||Engage|Engage|||false|false|0|0|4|defense is harsh on them cus they are tank drive,['Mid'],[],"['Mid', 'High']","['Low', 'Mid', 'High']",0.0,0.0,bd10fbe1-9dc9-464f-a076-f7eaabcfc32e
Alex S,qm22,blue,3,4944,true,4H,0.0,0.0,Engage,Engage,,1Lcube|1M|1H|2Lcube|2H|3M|3H,0.0,,Engage,Dock,,,0.0,0.0,0.0,0.0,0.0,,Alex S|qm|22|blue|3|4944|true|4H|0|false|Engage|Engage||1Lcube|1M|1H|2Lcube|2H|3M|3H|0||Engage|Dock|||false|false|0|0|0|,['High'],[],"['Mid', 'High', 'Mid', 'High']","['Low', 'Low', 'High']",0.0,0.0,37788bda-01c8-45c5-b1a5-47431374978b
Eckart,qm22,blue,1,7285,true,8M,1.0,1.0,None,None,,4H|6H|7M|7H|8H|9M,0.0,Easily gets cone and cubes stuck inside/arm doesn't work,Engage,Dock,1.7,,0.0,0.0,0.0,0.0,5.0,,Eckart|qm|22|blue|1|7285|true|8M|1|true||None||4H|6H|7M|7H|8H|9M|0|Easily gets cone and cubes stuck inside/arm doesn't work|Engage|Dock|1.7||false|false|0|0|5|,[],['Mid'],"['High', 'High', 'Mid', 'High', 'Mid']",['High'],0.0,0.0,745291df-60a7-440e-8266-01010b3e59d2
Nicole,qm22,blue,2,9030,true,2M,0.0,1.0,None,,,3Lcube|7Lcube,1.0,,None,,,,1.0,0.0,0.0,0.0,2.0,,Nicole|qm|22|blue|2|9030|true|2M|0|true||||3Lcube|7Lcube|1||||||true|false|0|0|2|,[],['Mid'],[],"['Low', 'Low']",0.0,0.0,44d3b596-d810-4238-8fc3-8ce5c7e943ff
aarav,qm22,red,1,1468,false,,0.0,0.0,None,,knocked over their cone,7H|6H|5Lcube|1H,1.0,,None,,,,0.0,0.0,0.0,0.0,0.0,,aarav|qm|22|red|1|1468|false||0|false|||knocked over their cone|3H|4H|5Lcube|9H|1||||||false|false|0|0|0|,[],[],"['High', 'High', 'High']",['Low'],0.0,0.0,f5e611ab-875c-453d-ac86-782ea473e40a
Agneya,qm22,red,2,3940,true,5H,0.0,1.0,Engage,Engage,,7M|5Lcone|4H|2H|1H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Agneya|qm|22|red|2|3940|true|5H|0|true|Engage|Engage||3M|5Lcone|6H|8H|9H|0||Engage|Engage|||false|false|0|0|4|,[],['High'],"['Mid', 'Low', 'High', 'High']",['High'],0.0,0.0,3cb9e9eb-5b9e-40f4-a441-cdf0169dc4a7
darren,qm22,red,3,8847,true,2M,0.0,0.0,None,,right side auto didnt go mobile,8Lcube|7Lcube|5Lcube|5M|4Lcube,0.0,really slow elevator,Engage,Engage,,,0.0,0.0,0.0,0.0,2.0,,darren|qm|22|red|3|8847|true|8M|0|false|||right side auto didnt go mobile|2Lcube|3Lcube|5Lcube|5M|6Lcube|0|really slow elevator|Engage|Engage|||false|false|0|0|2|,[],['Mid'],[],"['Low', 'Low', 'Low', 'Mid', 'Low']",0.0,0.0,ef58edaf-17b9-4b87-9c67-9a7a52ad5d0a
Owen and Owen,qm23,blue,3,1757,true,1H|2M,0.0,0.0,None,, | ,2H|3M|3H|4H|5M,0.0, | ,None,,, | ,0.0,1.0,20.0,2.0,3.0,Solid single sub intake | Solid single sub intake,Owen|qm|23|blue|3|1757|true|1H|2M|0|false||||2H|3M|3H|4H|5M|0||||||false|true|20|2|3|Solid single sub intake,['High'],['Mid'],"['Mid', 'High', 'High']","['High', 'Mid']",0.0,0.0,42348540-c0cc-4abb-9d5b-eb9be8553bd0
Olivia,qm23,blue,1,4099,true,8M|9H,0.0,1.0,None,,,1H|6Lcube|7M|7H|8H|9Lcube|9M|9H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Olivia|qm|23|blue|1|4099|true|8M|9H|0|true||||1H|6Lcube|7M|7H|8H|9Lcube|9M|9H|0||Engage|Engage|||false|false|0|0|4|,['High'],['Mid'],"['High', 'Mid', 'High', 'Mid', 'High']","['Low', 'High', 'Low']",0.0,0.0,958155f2-98e8-4693-8b1a-31e48ab3f4f5
